Code_INSEE,latitude,longitude,pop,code_dep
85166,46.54133006,-1.788139846,15692,85
85060,46.49259688,-1.72127222,14490,85
91182,48.62163498,2.412880091,13606,91
49065,47.66530595,-0.570426298,5732,49
85224,47.00853682,-1.327667406,4649,85
69211,46.12701638,4.722193083,4597,69
85217,46.93524374,-1.281555073,4352,85
78251,48.8853336,2.055629385,4230,78
1091,46.12933377,5.770176021,3656,1
53014,47.8288252,-0.657885318,3607,53
85027,46.95813067,-1.342748003,3419,85
78524,48.83271866,2.104422271,3371,78
44160,47.37072226,-1.209227397,3022,44
85107,46.96914588,-1.254981839,2890,85
49337,47.58272829,-0.42539538,2611,49
50516,48.66682335,-1.336788436,2446,50
22173,48.53325421,-2.567979564,2251,22
79171,46.97308841,-0.286634323,2212,79
79292,46.99064385,-0.250583529,1893,79
49289,47.45868784,-0.674607472,1854,49
22247,48.72433911,-3.242158514,1747,22
53215,47.80028038,-0.707857178,1708,53
85048,46.91698524,-0.974555173,1596,85
35341,48.41727089,-1.457876431,1586,35
63133,45.7717717,3.238561014,1494,63
50485,49.30359907,-1.217885677,1386,50
49046,47.16591989,-0.054304592,1284,49
73002,45.53289848,6.304497385,1197,73
33267,45.27410805,-0.498919623,1170,33
16344,45.72871782,0.343048614,1161,16
69223,45.893622,4.489406887,1088,69
1205,46.13232027,5.840509851,1080,1
86188,46.35015698,0.189782512,1079,86
79043,47.08375338,-0.281260024,1059,79
22038,48.53984776,-2.971940765,1040,22
22154,48.52029708,-2.6099524,1026,22
79264,46.24287654,-0.112350671,1020,79
35147,48.45461538,-1.830759632,1005,35
27416,48.84279244,1.12161929,1003,27
38121,45.4350655,5.231619209,962,38
72081,48.1969993,0.687448512,961,72
73118,45.49212462,6.030373991,952,73
67014,48.80909097,8.017360909,921,67
49274,47.1946037,-0.050419615,905,49
41257,47.39409203,1.303291982,897,41
14294,49.09671758,-0.2807537,892,14
79279,46.22625026,-0.168528543,889,79
1122,45.94427728,5.608608285,879,1
86021,46.55101497,0.035270524,861,86
85168,46.39413702,-0.661346008,855,85
41092,47.44989916,1.341060488,851,41
79178,46.95585682,-0.175760651,849,79
35303,48.45494197,-1.436300133,838,35
1154,46.33808918,5.192864146,835,1
69147,45.88397223,4.523969238,833,69
86278,46.28314868,0.236630024,824,86
21213,47.27029593,5.124423598,808,21
53065,48.12427608,-0.417110386,802,53
79321,46.92966368,-0.137558548,789,79
53207,48.1330327,-0.478741131,788,53
56016,47.9996987,-3.034635347,784,56
86166,46.56213277,0.134568095,764,86
34330,43.7089302,4.09292324,752,34
41170,47.47496727,1.319959078,749,41
76729,49.65436114,0.759245923,741,76
35269,48.27046265,-1.309573754,729,35
79240,46.24645796,-0.277039232,726,79
41082,47.44037631,1.369390698,722,41
85299,46.39738587,-0.885083607,721,85
86056,46.52227462,0.135612164,717,86
77028,48.76117238,3.096116147,711,77
16202,45.65499598,-0.185091591,682,16
74274,45.92799126,5.892946512,679,74
74110,45.95045251,6.375525074,679,74
50015,48.96132481,-1.531990211,678,50
50605,48.96063788,-1.417570328,674,50
69101,45.96942341,4.632208998,669,69
85307,46.31999191,-1.314870496,668,85
85037,46.65032662,-0.671948654,667,85
79004,46.32657929,-0.248620838,665,79
16156,45.82566596,-0.021228686,660,16
22100,48.28375079,-2.656097136,652,22
38367,45.3540745,5.898832177,652,38
17189,45.84357164,-1.052030097,639,17
87173,46.06382646,1.291181078,629,87
16149,45.84873037,0.576573242,621,16
16351,45.63403809,-0.034323242,621,16
79188,46.68789962,-0.624436668,617,79
50348,49.26744702,-1.165527003,603,50
50160,49.31469238,-1.662656407,590,50
35301,48.22833866,-2.065317055,589,35
73112,45.57460022,6.490034304,586,73
39440,46.38136707,5.751128175,586,39
28205,48.0865267,1.229115357,583,28
79260,46.88142132,-0.055021726,581,79
35293,48.30674499,-1.366420086,581,35
35100,48.26714703,-1.146437088,578,35
27270,49.28807335,1.409752245,576,27
16259,45.87772717,0.624009757,576,16
72284,48.27965317,0.078108801,576,72
28063,48.32518443,0.91257688,573,28
49159,47.65514369,-0.309834884,561,49
21486,47.20837246,5.246225768,559,21
35113,48.46647445,-1.511793762,554,35
73244,45.40543713,6.44373761,551,73
86043,46.31609349,0.238288019,549,86
69073,45.90546848,4.488373329,544,69
72033,48.07179419,-0.056601041,543,72
79051,46.71381066,-0.556791561,540,79
28165,48.36400251,1.007071511,530,28
50503,49.33178845,-1.673781448,529,50
16411,45.90727306,0.032522713,525,16
46298,45.01687842,1.579453908,524,46
70497,47.56208432,6.740722758,510,70
60038,49.286921,1.968256652,509,60
79199,46.16794272,-0.170853902,495,79
28112,48.34743512,0.923339138,489,28
50581,49.00934463,-1.188334567,485,50
72097,48.29477143,0.126880513,482,72
38274,45.43856734,5.266231015,481,38
2475,49.43032335,4.005557472,480,2
56059,48.0299375,-2.584797767,476,56
26219,45.21547061,4.928284234,474,26
25250,47.14974582,6.145750801,474,25
24089,44.88227362,1.428947487,474,24
38435,45.29567167,5.848892967,473,38
1039,45.85689201,5.752203151,472,1
50622,49.16106651,-1.418526761,469,50
81260,43.78273349,2.23936236,466,81
50354,49.10826828,-1.511109628,460,50
38293,45.49465438,5.459139036,459,38
38025,45.38840531,5.216738336,456,38
39113,46.36009645,5.784905989,453,39
16140,45.89189366,0.196980841,450,16
46067,44.98836015,1.597421056,444,46
80209,49.7265282,2.555457178,442,80
90073,47.5856193,6.885457858,441,90
28311,48.21344068,1.862450443,428,28
53239,48.22630141,-0.246813323,425,53
79214,46.20118246,-0.116352886,420,79
7016,44.69506454,4.350896295,416,7
30190,44.05929661,3.715769056,413,30
73045,45.48400088,6.499471861,411,73
35344,48.48091901,-1.875723791,410,35
73111,45.46537545,6.143954784,407,73
79173,46.18272568,-0.190315181,404,79
2077,49.31721253,3.296660867,399,2
76674,49.711882,1.178346731,398,76
80419,49.71350848,2.520452319,398,80
56138,47.88341632,-2.356026821,395,56
35348,48.29246935,-1.30669421,393,35
50140,48.98622007,-1.429235589,392,50
17272,46.09221447,-0.816002236,390,17
87055,46.23861089,0.956698174,390,87
1442,45.88983926,5.689993999,385,1
16274,45.7024274,0.394415079,383,16
73127,45.60688984,5.683843309,382,73
27175,49.28293787,1.457427479,382,27
53159,48.21245759,-0.5542647,377,53
54506,48.7189207,6.030971908,375,54
14339,49.12845455,-0.316040778,374,14
79314,46.16732386,-0.092766882,365,79
50438,49.12686976,-1.44258497,365,50
69150,46.22525874,4.581869611,364,69
24561,45.32793324,0.628068409,363,24
14703,48.96333487,-0.326299877,360,14
23126,45.97605195,1.720406044,359,23
27523,49.06378034,0.662870378,349,27
86277,46.76253928,0.198803192,349,86
53138,47.88100265,-0.591521817,347,53
79330,46.15070158,-0.121021591,344,79
81226,43.80989951,2.213374843,342,81
7256,44.90796584,4.516400154,341,7
50308,49.13468528,-1.352670574,339,50
24181,44.75441839,0.440840094,336,24
27297,48.80837352,1.075726862,336,27
87136,46.20206748,0.853464651,330,87
50103,49.37444159,-1.323279466,330,50
2733,49.55645104,3.460918969,329,2
15136,44.69741611,2.316590609,328,15
79068,46.50271683,-0.146776509,327,79
28002,48.19240304,1.824213135,325,28
2301,49.53344182,3.466639026,325,2
79075,46.67129264,-0.580412886,325,79
14185,49.30368351,0.180598886,324,14
27581,49.39892819,0.528625218,320,27
36072,47.17203313,1.385721612,320,36
35053,48.03323635,-1.370390697,317,35
79325,46.81267736,-0.214446294,315,79
73203,45.32751109,6.348497098,313,73
71055,46.35143414,4.57280957,308,71
28376,48.16913253,0.890518985,308,28
26184,45.19769092,5.106545796,305,26
1417,45.89318836,5.597006389,303,1
35011,48.36620451,-1.376198679,301,35
79211,46.0804577,0.034988008,300,79
24170,45.32872382,0.738018258,298,24
27491,48.83629896,1.04581829,295,27
8079,49.68154274,4.769905159,294,8
42004,45.87700796,4.040772132,294,42
79035,46.58421117,-0.498009522,292,79
60694,49.3451559,2.010283243,291,60
40107,44.00675972,-0.944886603,289,40
79318,46.58930258,-0.267063024,288,79
76191,49.72485631,1.161116794,284,76
81241,43.78176527,2.295272526,282,81
25027,47.18425852,6.008510206,280,25
46285,44.36813412,1.284006128,278,46
79098,46.3112794,-0.143860718,273,79
52225,48.24194889,5.593307008,267,52
61172,48.53276708,0.00848249,267,61
2434,49.51195054,3.479416136,266,2
81296,43.8488063,2.301127629,265,81
60455,49.33245145,2.044427682,262,60
16376,45.84892789,0.622113105,259,16
50427,49.45633322,-1.273482242,259,50
50007,49.10304467,-1.459423136,258,50
91222,48.30697808,2.132611181,255,91
87184,46.04994567,1.238798435,255,87
85053,46.62219169,-0.642706103,254,85
80761,49.75113528,2.17791931,253,80
24198,45.38172283,0.584478038,252,24
78503,49.05796007,1.516336864,249,78
50449,49.15314948,-1.379946781,249,50
53254,47.89311618,-0.715072814,248,53
50014,49.12059642,-1.586826663,245,50
69185,46.25459938,4.533549339,244,69
53274,48.18780294,-0.231085797,244,53
70475,47.85524379,6.393855919,243,70
29129,48.3580778,-3.700224102,243,29
86067,46.31979104,0.189593635,240,86
33092,44.69297455,-0.214771022,240,33
24431,44.94990134,0.52191738,238,24
77399,48.27236867,2.904714455,238,77
27607,49.40314163,0.550572077,237,27
24530,45.31554953,0.681686845,237,24
79222,46.72169232,-0.523180064,236,79
48184,44.83997092,3.623397156,234,48
38016,45.43234858,5.167649868,234,38
19185,45.25276887,1.821470864,232,19
77149,48.58931086,3.179118601,231,77
39075,46.78436571,5.580586703,231,39
1097,45.88240495,5.724998145,230,1
73266,45.50855259,6.478594756,228,73
27600,49.05004895,0.576147215,227,27
24391,45.42261453,0.608773293,226,24
39395,46.58277444,5.451593033,225,39
11329,42.93386442,2.147090097,225,11
22078,48.74839212,-3.202056807,224,22
24127,45.08646395,1.265011025,223,24
16410,45.99089401,0.18783473,223,16
26297,45.19533989,5.14844416,222,26
50524,49.13429336,-1.382394691,221,50
73260,45.62173692,5.70205876,221,73
40009,44.01739908,-0.847223714,220,40
53006,47.78182561,-0.599209713,217,53
25628,47.1453734,6.089653652,215,25
50583,48.91207307,-1.276858811,214,50
51637,49.10320514,3.817012384,213,51
50244,48.97484747,-1.501553214,211,50
21513,47.23607425,4.848691166,210,21
16017,45.83131027,-0.121697536,210,16
1414,45.93113678,5.649882481,210,1
33338,45.31853041,-0.906635026,209,33
39115,46.50732986,5.912616313,207,39
50358,49.57006938,-1.31780369,205,50
21621,47.18354805,5.242011617,204,21
8042,49.67259749,4.71841917,204,8
73080,45.32391495,6.379739485,202,73
53092,48.19126012,-0.522772642,201,53
89340,47.57839211,3.23144861,201,89
50573,49.09112723,-1.484698673,201,50
46014,44.38441441,1.228019742,199,46
14002,48.97077233,-0.370569788,199,14
79261,46.76158084,-0.610782054,197,79
60080,49.27885879,1.941177006,196,60
14604,49.14043008,0.02725096,196,14
24079,45.40003682,0.643672265,195,24
14691,49.11027585,-0.310762828,195,14
42291,45.81883455,3.884779295,194,42
40302,44.02669654,-0.983444159,192,40
24427,44.95588936,0.454934411,192,24
39562,46.48585866,5.897364152,190,39
28412,48.24077354,1.597508997,189,28
30157,44.00185934,3.548145136,189,30
16391,45.97141,0.150189869,189,16
7252,44.96876203,4.346651549,188,7
53241,47.76955029,-0.573583642,188,53
16010,45.55816348,-0.224518438,187,16
53231,47.77030717,-0.540190289,186,53
53244,48.1731026,-0.559503025,186,53
57722,49.09094897,5.946867383,186,57
48189,44.58621739,3.417704475,186,48
18239,47.04046788,2.753152002,185,18
79054,46.9226908,-0.037478306,184,79
11298,43.1438838,2.515615854,184,11
79011,46.09302995,-0.043762804,183,79
16228,45.81818059,-0.079727026,182,16
72304,47.87231927,0.61027434,181,72
38306,45.34166772,6.125773394,179,38
51063,49.09649416,3.789953804,179,51
14307,49.03239736,-0.479373999,179,14
29219,48.55736012,-3.639599843,177,29
42082,45.90725792,4.034332196,175,42
50301,48.87738434,-1.359943653,175,50
48078,44.60830813,3.370385016,174,48
57585,49.43700537,6.463597258,169,57
56049,48.13502389,-2.868045606,169,56
39417,46.49649071,5.824714557,167,39
48057,44.67595953,3.508767609,165,48
19032,45.02086483,1.83761486,165,19
14505,48.97878454,-0.426591428,163,14
63078,45.5198014,3.438389219,163,63
60475,49.23921726,2.644503865,162,60
19127,45.19772615,1.852100293,160,19
22253,48.76362434,-3.203802429,159,22
61383,48.54114964,-0.040358427,159,61
25140,47.37158815,6.515771546,159,25
39484,46.40557643,5.361069673,157,39
1341,45.7825741,5.732653146,157,1
48133,44.66833755,3.455074683,156,48
50320,48.85950532,-1.377857474,156,50
46099,44.40246671,1.183628888,155,46
39287,46.33774054,5.572364651,153,39
60300,49.31082677,1.93520324,148,60
61403,48.5945564,0.049689699,148,61
50089,49.35853228,-1.206538435,148,50
16051,45.83814511,-0.050053018,145,16
24249,44.9627735,0.988296014,142,24
21507,47.23863474,5.29288198,142,21
72116,48.23344635,0.298017568,141,72
50313,49.02061824,-1.144569516,140,50
24233,44.93530736,0.439267191,140,24
50107,49.31271494,-1.186650237,139,50
87196,46.27454598,0.96972831,138,87
89381,47.5189023,4.018770539,136,89
79045,46.09118982,-0.013229553,136,79
67402,48.8291827,7.60614759,135,67
46278,44.40341927,1.117518388,133,46
38302,44.93908325,5.983067982,132,38
80551,49.84742924,2.890050641,131,80
80594,49.79330261,2.175363793,129,80
24389,44.93606963,0.967920706,129,24
71492,46.56817571,4.603072331,128,71
69015,46.19584406,4.600240254,126,69
16332,45.4552396,0.045076222,126,16
71304,46.35374232,4.54441079,125,71
81301,43.80992965,2.327374896,125,81
50223,48.96687307,-1.370722353,125,50
39414,47.19612022,5.743129513,120,39
79219,46.15010403,-0.602163065,119,79
50206,48.70133091,-1.260897569,119,50
69251,46.27389015,4.566147651,117,69
61231,48.51623996,-0.065517376,116,61
24433,44.72197465,0.434660918,115,24
26354,44.73650151,5.542011588,114,26
24314,44.91075648,1.381582756,114,24
1221,45.96908656,5.659688165,114,1
41263,47.74218365,0.633907374,113,41
79282,46.21121766,-0.273782247,110,79
60096,49.63846221,1.753291524,110,60
39483,46.36080743,5.549248547,109,39
73046,45.51816597,6.427757707,108,73
79328,46.15010435,-0.556777324,107,79
69210,46.25604674,4.607136844,107,69
16214,45.83781716,0.556363663,106,16
1059,45.95000829,5.737189233,106,1
46300,44.39390912,1.078235271,104,46
80175,49.98635856,2.755295403,100,80
21073,47.42247995,4.295556414,98,21
1218,45.93024799,5.741312684,95,1
1186,45.90616319,5.54077986,88,1
45287,48.06363483,2.925145685,87,45
19092,45.32108742,2.050268601,86,19
24402,44.70933116,0.359384581,85,24
79027,46.08574775,-0.10962315,85,79
89448,47.5367256,4.118357714,85,89
5120,44.73584931,6.99202108,82,5
1413,46.03040211,5.799579206,79,1
8152,49.6560633,4.752895421,77,8
39089,46.36021466,5.575315036,73,39
89421,47.52652489,4.053190632,73,89
2695,49.28914051,3.616503271,72,2
17169,45.86154638,-0.586815136,69,17
11097,42.97908677,2.205249853,67,11
69224,46.24700182,4.571039083,67,69
27551,49.22516802,0.560341025,66,27
55030,48.56519745,5.458583095,65,55
31298,42.90865967,0.705931265,61,31
9028,42.79145667,1.671858666,56,9
32074,43.61459503,-0.056179421,56,32
36206,46.96802729,1.514034535,54,36
89109,47.51474836,4.071945384,53,89
9302,42.80142136,1.455394283,53,9
18123,47.03382728,2.793012183,52,18
63127,45.55568184,3.051314586,50,63
9255,43.15958345,1.547958186,47,9
23121,46.35695508,1.898056535,45,23
9135,42.7438691,1.506111893,45,9
7135,44.57227393,3.972649277,42,7
79107,46.07960727,-0.135322312,41,79
27143,48.95792884,0.760809777,38,27
50636,49.35180317,-1.233998488,37,50
48197,44.71700823,3.535594611,32,48
70375,47.52262621,5.746266311,30,70
14013,48.9437761,-0.373433112,30,14
65122,42.94027876,0.38906447,25,65
9286,42.75606689,1.523809711,24,9
80389,49.71704324,2.98684829,21,80
18222,46.91429736,2.353807512,17,18
62210,50.22203721,2.313065416,15,62
25134,47.07278987,5.980713098,10,25
55164,49.22314555,5.431771515,7,55
75101,48.86263049,2.336293447,2145906,75
13201,43.29990094,5.382278698,870321,13
69381,45.76992844,4.82922465,522228,69
31555,43.59638143,1.431672934,498003,31
6088,43.71199927,7.238268895,343477,6
44109,47.23163568,-1.548310086,320732,44
34172,43.61344091,3.868516579,299096,34
67482,48.57126798,7.767526795,290576,67
33063,44.85724454,-0.573696781,259809,33
59350,50.63171832,3.047832723,236234,59
35238,48.11197912,-1.681864491,222485,35
51454,49.25149061,4.040230232,180318,51
83137,43.13615897,5.932396342,179659,83
42218,45.43012355,4.379139971,174082,42
76351,49.4984525,0.140153719,165830,76
21231,47.3229438,5.037888059,159106,21
38185,45.18212152,5.721330518,158240,38
49007,47.47683742,-0.556125995,155876,49
69266,45.77077042,4.888458174,154781,69
97411,-20.93297082,55.44686717,153001,974
30189,43.84493839,4.34806797,147496,30
63113,45.7856493,3.115545429,147284,63
13001,43.53607084,5.398574446,147122,13
72181,47.98852567,0.200030494,145155,72
29019,48.40049978,-4.502790785,139456,29
37261,47.39863823,0.696526376,137850,37
80021,49.90095322,2.290074455,134167,80
74010,45.89064326,6.125517736,131766,74
87085,45.85425496,1.248757902,130592,87
92012,48.83658431,2.239135991,120911,92
57463,49.10811333,6.195524542,120211,57
25056,47.25538722,6.019486965,118258,25
66136,42.69659541,2.89936954,118032,66
45234,47.88286342,1.916103575,117026,45
76540,49.44134601,1.092567843,114187,76
93066,48.92956505,2.359242998,113116,93
93048,48.86331751,2.448162119,111367,93
95018,48.95113446,2.24104095,108567,95
68224,47.7491633,7.325700475,108038,68
14118,49.18479367,-0.369801713,107250,14
54395,48.69019955,6.175882544,104403,54
97415,-21.04453175,55.32233343,104301,974
59599,50.72544189,3.158827572,99165,59
59512,50.68797748,3.182584346,98066,59
92050,48.89607013,2.206713464,95782,92
94081,48.78828283,2.394126805,95649,94
94028,48.78374018,2.454635304,92566,94
84007,43.93524483,4.840715725,90597,84
86194,46.58392077,0.359947653,90033,86
93001,48.91217226,2.384455138,89401,93
92004,48.91535301,2.288038466,88004,92
92025,48.92251791,2.246751606,86775,92
59183,51.03072291,2.337524141,86545,59
93005,48.94583844,2.493290417,86485,93
97416,-21.31232424,55.49361552,83930,974
78646,48.80256697,2.117892972,83583,78
92026,48.89845048,2.255705873,82074,92
97422,-21.22327459,55.55848753,80778,974
34032,43.34758833,3.230767542,78683,34
92063,48.86918974,2.177340632,78265,92
50129,49.63341216,-1.633901602,77789,50
94017,48.81725436,2.517098153,77439,94
17300,46.1620644,-1.174657028,77210,17
64445,43.32001898,-0.350337918,75665,64
97209,14.64111144,-61.06918892,75286,972
6004,43.58746515,7.106354183,74709,6
94068,48.79906778,2.493864505,74520,94
33281,44.83229533,-0.681733085,74009,33
2A004,41.93479266,8.70132276,72647,2A
6029,43.55262028,7.004275927,72435,6
44184,47.2802857,-2.253799272,71887,44
93029,48.92342463,2.444926887,71276,93
93051,48.83618254,2.564437368,68930,93
68066,48.10994058,7.384686903,68294,68
92040,48.82347434,2.264498233,67937,92
95127,49.04011316,2.050821237,67790,95
62193,50.95020728,1.875755661,67544,62
92044,48.89507167,2.286882681,67258,92
69259,45.70377288,4.881376682,66765,69
91228,48.62948317,2.440082445,66106,91
97302,5.021737428,-52.50125111,65956,973
33318,44.79159905,-0.676303166,65866,33
26362,44.92298117,4.914440131,64431,26
18033,47.0749572,2.404171376,64362,18
94041,48.81280638,2.387780236,64016,94
29232,47.99714252,-4.091119445,63473,29
92024,48.90353591,2.305752305,62933,92
92002,48.75034126,2.29932681,62906,92
10387,48.29670996,4.078279675,62597,10
83126,43.0880295,5.870898418,62232,83
82121,44.02225946,1.364086365,61677,82
59009,50.63243724,3.153525722,61258,59
93055,48.89830939,2.408721475,60419,93
92051,48.88537197,2.266425847,59388,92
73065,45.58318255,5.909033924,59172,73
79191,46.32826024,-0.465353019,58966,79
95585,48.99022504,2.381602727,58483,95
93007,48.93954755,2.461121485,57989,93
94046,48.80639233,2.438182489,57639,94
56121,47.75004869,-3.378232009,57412,56
60057,49.43655233,2.086161237,56889,60
97409,-20.96304067,55.64273288,56857,974
94076,48.79285473,2.360061032,56349,94
11262,43.16523999,3.020238687,56123,11
83061,43.47195581,6.763615974,55750,83
77284,48.95706257,2.900030972,55709,77
85191,46.66752616,-1.407795409,55213,85
93008,48.90768824,2.438639827,54906,93
83069,43.10187135,6.188985085,54615,83
93031,48.95501321,2.314530432,54419,93
77108,48.88396297,2.596864486,54372,77
49099,47.0454403,-0.87788619,54357,49
56260,47.65974938,-2.757143295,54017,56
97414,-21.23392685,55.42133887,53744,974
93010,48.90232345,2.483727694,53342,93
92023,48.79643068,2.254746529,53179,92
2691,49.84723363,3.277694995,53100,2
97101,16.2727794,-61.5017045,52948,971
91174,48.60348093,2.46934079,52340,91
6027,43.67151621,7.152757034,52100,6
64102,43.4922254,-1.466076744,52006,64
93071,48.93860702,2.531240576,51778,93
69256,45.78588211,4.926377677,51761,69
78586,48.93960855,2.174586865,51746,78
93070,48.90980658,2.332570422,51547,93
94033,48.85110464,2.473954098,51386,94
13004,43.54686924,4.662156426,50968,13
91377,48.72778964,2.275131319,50506,91
92036,48.93451905,2.29384988,49880,92
94080,48.8473732,2.437986507,49697,94
53130,48.06085655,-0.766005687,49617,53
92073,48.86984791,2.219655176,49482,92
97311,4.964743986,-53.98321137,49173,973
81004,43.92582136,2.146863286,49094,81
44162,47.22437624,-1.634348187,49067,44
6069,43.65563943,6.931905082,48708,6
13056,43.37989205,5.049454023,48506,13
69290,45.70146656,4.948820717,48318,69
2B033,42.68647688,9.425021333,48296,2B
92049,48.81530322,2.316489214,47907,92
13005,43.29348438,5.563312735,47190,13
35288,48.64004435,-1.980606273,46995,35
85194,46.50076128,-1.792551287,46941,85
27229,49.02015421,1.141644125,46869,27
93027,48.93225695,2.399780648,46828,93
11069,43.20937984,2.343988554,46673,11
41018,47.58170139,1.306255516,46660,41
8105,49.77529658,4.71724656,46388,8
94022,48.76431512,2.417425182,46229,94
19031,45.14358307,1.519368361,45910,19
92048,48.80372758,2.226962878,45825,92
93046,48.91976332,2.534865923,45618,93
90010,47.64715394,6.845412062,45458,90
93064,48.87457638,2.486340459,45442,93
94002,48.79608439,2.421245932,45151,94
71076,46.79002888,4.85191555,45094,71
93053,48.89132246,2.459136474,45043,93
13103,43.64628852,5.068146496,45009,13
34301,43.39177058,3.647051483,44576,34
13047,43.55026891,4.951181352,44438,13
78551,48.94070414,2.098709294,44410,78
33522,44.80608175,-0.591124593,44359,33
51108,48.96408921,4.378835397,44336,51
22278,48.51498061,-2.761545528,44166,22
92062,48.8837095,2.238341783,44009,92
78361,48.99816654,1.693378068,43945,78
69034,45.79740536,4.851248571,43355,69
36044,46.80296178,1.69399812,43331,36
95268,48.97012313,2.405340385,43215,95
44143,47.17623389,-1.549663999,42993,44
65440,43.23478596,0.066009394,42925,65
30007,44.12500991,4.088285013,42867,30
59606,50.35886662,3.515676648,42738,59
69029,45.73448569,4.911681595,42442,69
81065,43.61565112,2.237872316,42394,81
62041,50.2898965,2.765873167,42337,62
6030,43.57297686,7.006420578,42125,6
92007,48.79832299,2.309899952,41967,92
1053,46.20515204,5.246021255,41681,1
77288,48.54447236,2.657958219,41609,77
16015,45.64725851,0.145144907,41407,16
57672,49.37597162,6.129283142,41383,57
59650,50.70563673,3.216282211,41015,59
62160,50.72713327,1.607563348,40588,62
60159,49.39906015,2.853172494,40453,60
64024,43.49178466,-1.516233734,40310,64
5061,44.57986006,6.064860521,40111,5
31149,43.61155151,1.327002184,39866,31
59178,50.38231953,3.091456831,39842,59
26198,44.55408457,4.748693878,39790,26
78498,48.92353594,2.027155528,39731,78
97213,14.62476001,-60.99335498,39628,972
93032,48.88207631,2.544948476,39588,93
83050,43.53575133,6.454365692,39434,83
93072,48.95677757,2.385449563,39193,93
37122,47.33355607,0.6545463,38750,37
59378,50.67533486,3.100935838,38604,59
93006,48.86908363,2.422740967,38470,93
97412,-21.30635504,55.64206865,38465,974
33550,44.77318522,-0.558212256,38444,33
28085,48.44714649,1.505706106,38443,28
93078,48.95902025,2.536306342,38204,93
38421,45.17620126,5.764763607,38188,38
77373,48.78714117,2.61407437,37579,77
74012,46.1909731,6.242507043,37485,74
95252,48.98841611,2.223893206,37347,95
91589,48.68422839,2.348738622,37190,91
97410,-21.09186628,55.64941686,36994,974
38151,45.14716472,5.715356002,36970,38
74281,46.3704258,6.481943361,36626,74
93050,48.86245786,2.540002888,36535,93
93073,48.97843041,2.554685015,36477,93
13028,43.19264109,5.613189558,36441,13
92020,48.80340918,2.287991319,36392,92
69264,45.98745967,4.731740073,36009,69
60175,49.25334871,2.484726694,35970,60
78172,49.00010078,2.099071905,35957,78
83118,43.45746254,6.847342104,35881,83
91549,48.64125238,2.330194179,35879,91
91027,48.70924458,2.386604923,35641,91
67180,48.84170477,7.83010405,35448,67
83129,43.0868186,5.829244649,35339,83
42207,45.46983195,4.501849895,35309,42
69282,45.77708997,5.006326793,35134,69
94078,48.74138096,2.448998846,34845,94
91477,48.71467659,2.228814881,34750,91
97413,-21.16659664,55.33313358,34740,974
97307,4.83179351,-52.34356098,34474,973
13117,43.44978317,5.263577877,34418,13
42187,46.04491125,4.079704565,34415,42
71270,46.32055118,4.818425296,34414,71
92019,48.76816902,2.262825985,34383,92
97418,-20.94705885,55.53035559,34350,974
89024,47.79348823,3.581682818,34151,89
67447,48.61186603,7.744081993,33993,67
3185,46.33858835,2.603904998,33822,3
94058,48.84239524,2.504068486,33697,94
94052,48.83666347,2.481667415,33578,94
78440,48.98880411,1.913634489,33543,78
78621,48.77500196,1.993440143,33419,78
97408,-20.99402927,55.3975085,33370,974
78311,48.92657814,2.187464026,33250,78
26281,45.0547532,5.03797756,32818,26
97407,-20.94488514,55.30532672,32619,974
13054,43.41720684,5.212219045,32515,13
62498,50.43742641,2.821058513,32458,62
33449,44.88326208,-0.784239884,32357,33
58194,46.98811949,3.15689131,32284,58
47001,44.20281391,0.625583929,32214,47
95500,49.05137379,2.094879289,31973,95
95063,48.92598101,2.211333878,31866,95
78423,48.77965878,2.029521945,31854,78
88160,48.16312027,6.479892869,31832,88
95306,49.00070028,2.149676808,31747,95
94038,48.77632078,2.337729156,31647,94
86066,46.81567002,0.552598977,31573,86
59122,50.1702776,3.242210211,31559,59
91657,48.70374454,2.427932038,31495,91
93063,48.8852119,2.437678842,31469,93
93059,48.96098334,2.363281254,31344,93
92046,48.8169696,2.296935995,31230,92
73008,45.69785417,5.90388627,31100,73
91687,48.66961689,2.373743576,31098,91
78158,48.82723977,2.130149082,31057,78
95280,49.02434302,2.466198489,30910,95
78490,48.81260823,1.946985157,30897,78
69286,45.82059881,4.898226398,30887,69
94073,48.76078419,2.385377295,30788,94
28134,48.74852032,1.359318541,30744,28
6083,43.79082337,7.493656124,30679,6
93077,48.884837,2.50893406,30583,93
33039,44.80160091,-0.547755768,30543,33
97103,16.25117112,-61.59293559,30316,971
94016,48.79161216,2.331533132,30214,94
77445,48.58847858,2.573738613,30169,77
6123,43.68596258,7.182187918,30141,6
62510,50.42427825,2.772918854,30102,62
38544,45.52057837,4.881351562,30059,38
40192,43.8993614,-0.490722577,29953,40
84031,44.05938026,5.061348448,29865,84
54547,48.65799994,6.165312293,29723,54
78146,48.89655746,2.153934583,29709,78
94079,48.82595862,2.545204833,29672,94
91521,48.64519392,2.407936318,29643,91
94018,48.8228085,2.407609155,29632,94
59392,50.28363072,3.96328053,29625,59
92035,48.90675771,2.244646041,29624,92
93014,48.90762851,2.546202227,29568,93
92060,48.78043836,2.26064286,29562,92
92064,48.8428741,2.208645703,29560,92
92009,48.91533684,2.267385526,29555,92
38053,45.6022028,5.273937621,29389,38
78297,48.77307839,2.076052077,29269,78
24322,45.19187049,0.71182555,29255,24
